authorid,author_name,resource_title,resource_month,resource_day,resource_year,resource_language,resource_sample_url,resource_full_url,resource_type,resource_source,tags,comments
clrjames,C. L. R. James,Party politics in the West Indies,,,1962,,https://ufdcimages.uflib.ufl.edu/AA/00/03/03/05/00001/JL659-A8P422_dj.jpg,https://www.dloc.com/AA00030305/00001/images,image,dLOC,,
clrjames,C. L. R. James,At the rendezvous of victory : selected writings,,,1984,,https://ufdcimages.uflib.ufl.edu/AA/00/03/06/11/00001/PR9272-9-J35A931984_dj.jpg,https://www.dloc.com/AA00030611/00001/images,image,dLOC,,
clrjames,C. L. R. James,Minty Alley,,,1971,,https://ufdcimages.uflib.ufl.edu/AA/00/03/06/12/00001/PR9272-9-J35M561971_dj.jpg,https://www.dloc.com/AA00030612/00001/images,image,dLOC,,
clrjames,C. L. R. James,"Teaching Guide: In teaching C.L.R. James’ “Minty Alley”: Tricksters, Intellectuals and the Folk",,,2007,,https://ufdcimages.uflib.ufl.edu/UF/00/07/67/16/00001/00001.jpg,https://www.dloc.com/UF00076716/00001/images,image,dLOC,,
colabra,Carilda Oliver Labra,The Caribbean writer,,,1991,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00005/AA00032523_00005_00001.jpg,https://www.dloc.com/AA00032523/00005/images,image,dLOC,,
colabra,Carilda Oliver Labra,Anuario bibliografico cubano,,,1943,,https://ufdcimages.uflib.ufl.edu/AA/00/06/35/78/00017/00001.jpg,https://www.dloc.com/AA00063578/00017/images,image,dLOC,,
colabra,Carilda Oliver Labra,Bohemia,Feburary,6,2004,,https://www.dloc.com/UF00029010/04573/pdf,https://www.dloc.com/UF00029010/04573/pdf,pdf,dLOC,,
colabra,Carilda Oliver Labra,"Arique, revista de poesia",July,,2010,,https://www.dloc.com/UF00098948/00018/pdf,https://www.dloc.com/UF00098948/00018/pdf,pdf,dLOC,,
colabra,Carilda Oliver Labra,Adelante,August,19,2017,,https://www.dloc.com/AA00054323/00055/pdf,https://www.dloc.com/AA00054323/00055/pdf,pdf,dLOC,,
colabra,Carilda Oliver Labra,"Arique, revista de poesia",August,,2019,,https://www.dloc.com/UF00098948/00042/pdf,https://www.dloc.com/UF00098948/00042/pdf,pdf,dLOC,,
colabra,Carilda Oliver Labra,Vanguardia,March,16,2019,,https://www.dloc.com/AA00054324/00251/pdf,https://www.dloc.com/AA00054324/00251/pdf,pdf,dLOC,,
colabra,Carilda Oliver Labra,Bohemia,January,15,1988,,https://www.dloc.com/UF00029010/04006/pdf,https://www.dloc.com/UF00029010/04006/pdf,pdf,dLOC,,
cloveira,Carlos Loveira,Generales y doctores,,,1920,,https://ufdcimages.uflib.ufl.edu/AA/00/05/93/57/00001/generalesydoctor00love_0001.jpg,https://www.dloc.com/AA00059357/00001/images,image,dLOC,,
cloveira,Carlos Loveira,Tendencias de la narracion imaginativa en Cuba,,,1935,,https://ufdcimages.uflib.ufl.edu/UF/00/07/82/89/00001/00024.jpg,https://www.dloc.com/UF00078289/00001/images,image,dLOC,,
cloveira,Carlos Loveira,Los inmorales: (novela),,,1919,,https://repository.lib.fsu.edu/iiif/2/fsu%3A51664%7EJP2/full/pct:25/0/default.jpg,https://www.dloc.com/FSU0000012/00001/downloads,image,dLOC,,There are no files available for download
cphillips,Caryl Phillips,The final passage,,,1985,,https://ufdcimages.uflib.ufl.edu/AA/00/03/06/38/00001/PR9275-S263P4731985_dj.jpg,https://www.dloc.com/AA00030638/00001/images,image,dLOC,,
cphillips,Caryl Phillips,"Scenes of Trauma: Violent Rites, Migration and the Performance of Afro-Caribbean Masculinities",,,2010,,https://ufdcimages.uflib.ufl.edu/UF/E0/04/16/23/00001/smith_c_Page_035.jpg,https://www.dloc.com/UFE0041623/00001/images,image,dLOC,,
cphillips,Caryl Phillips,The Caribbean writer,,,1995,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00009/AA00032523_00009_00005.jpg,https://www.dloc.com/AA00032523/00009/images/4,image,dLOC,,
cphillips,Caryl Phillips,The Caribbean writer,,,1997,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00011/AA00032523_00011_00001.jpg,https://www.dloc.com/AA00032523/00011/images,image,dLOC,,
cphillips,Caryl Phillips,The Caribbean writer,,,1998,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00012/AA00032523_00012_00001.jpg,https://www.dloc.com/AA00032523/00012/images,image,dLOC,,
cphillips,Caryl Phillips,"Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,2002,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00011/00001.jpg,https://www.dloc.com/UF00096005/00011/images,image,dLOC,,
cphillips,Caryl Phillips,Caribbean review of books,November,,1991,,https://ufdcimages.uflib.ufl.edu/UF/00/09/40/97/00002/00001.jpg,https://www.dloc.com/UF00094097/00002/images,image,dLOC,,
cphillips,Caryl Phillips,The Caribbean writer,,,1988,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00002/AA00032523_00002_00001.jpg,https://www.dloc.com/AA00032523/00002/images,image,dLOC,,
cwerleigh,Christian Werleigh,Le Matin,January,9,1928,,https://ufdcimages.uflib.ufl.edu/UF/00/08/12/13/04656/00021.jpg,https://www.dloc.com/UF00081213/04656/images,image,dLOC,,
cwerleigh,Christian Werleigh,Nouvelliste,January,22,1953,,https://ufdcimages.uflib.ufl.edu/UF/00/00/00/81/08108/00001.jpg,https://www.dloc.com/UF00000081/08108/images,image,dLOC,,
cwerleigh,Christian Werleigh,Nouvelliste,January,31,1979,,https://ufdcimages.uflib.ufl.edu/UF/00/00/00/81/10304/00001.jpg,https://www.dloc.com/UF00000081/10304/images,image,dLOC,,
cwerleigh,Christian Werleigh,Le Matin,December,17,1932,,https://ufdcimages.uflib.ufl.edu/UF/00/08/12/13/07181/01132.jpg,https://www.dloc.com/UF00081213/07181/images,image,dLOC,,
cwerleigh,Christian Werleigh,Le Matin,September,12,1928,,https://ufdcimages.uflib.ufl.edu/UF/00/08/12/13/04797/00735.jpg,https://www.dloc.com/UF00081213/04797/images,image,dLOC,,
cwerleigh,Christian Werleigh,Le Matin,December,29,1928,,https://ufdcimages.uflib.ufl.edu/UF/00/08/12/13/04884/01174.jpg,https://www.dloc.com/UF00081213/04884/images,image,dLOC,,
cwerleigh,Christian Werleigh,Nouvelliste,March,20,1959,,https://ufdcimages.uflib.ufl.edu/UF/00/00/00/81/10971/00001.jpg,https://www.dloc.com/UF00000081/10971/images,image,dLOC,,
cwerleigh,Christian Werleigh,La route ensoleillée,,,1927,,https://ufdcimages.uflib.ufl.edu/UF/00/10/29/81/00001/00005.jpg,https://www.dloc.com/UF00102981/00001/images/4,image,dLOC,,
cvillaverde,Cirilo Villaverde,La joven Cuba,,,1890,,https://ufdcimages.uflib.ufl.edu/AA/00/06/88/27/00002/00001.jpg,https://www.dloc.com/AA00068827/00002/images,image,dLOC,,
cvillaverde,Cirilo Villaverde,"Cecilia Valdes o, La Loma del Angel",,,1964,,https://ufdcimages.uflib.ufl.edu/UF/00/07/41/40/00001/00001.jpg,https://www.dloc.com/UF00074140/00001/images,image,dLOC,,
cvillaverde,Cirilo Villaverde,La joven Cuba,,,1889,,https://ufdcimages.uflib.ufl.edu/AA/00/06/88/27/00001/00001.jpg,https://www.dloc.com/AA00068827/00001/images,image,dLOC,,
cvillaverde,Cirilo Villaverde,El penitente,,,1925,,https://ufdcimages.uflib.ufl.edu/AA/00/08/98/41/00001/00918.jpg,https://www.dloc.com/AA00089841/00001/images,image,dLOC,,
ctmorell,Claribel Terré Morell,Bohemia,December,11,1992,,https://www.dloc.com/UF00029010/04262/pdf,https://www.dloc.com/UF00029010/04262/pdf,pdf,dLOC,,
ctmorell,Claribel Terré Morell,Bohemia,July,8,1994,,https://www.dloc.com/UF00029010/04321/pdf,https://www.dloc.com/UF00029010/04321/pdf,pdf,dLOC,,
ctmorell,Claribel Terré Morell,Bohemia,December,25,1992,,https://www.dloc.com/UF00029010/04264/pdf,https://www.dloc.com/UF00029010/04264/pdf,pdf,dLOC,,
ctmorell,Claribel Terré Morell,Bohemia,June,26,1992,,https://www.dloc.com/UF00029010/04238/pdf,https://www.dloc.com/UF00029010/04238/pdf,pdf,dLOC,,
cmckay,Claude McKay,Constab ballads,,,1912,,https://ufdcimages.uflib.ufl.edu/AA/00/01/16/12/00001/constabballads00mckarich_0001.jpg,https://www.dloc.com/AA00011612/00001/images,image,dLOC,,
cmckay,Claude McKay,Selected poems of Claude McKay,,,1953,,https://ufdcimages.uflib.ufl.edu/AA/00/03/07/02/00001/PS3525-A24785A61953_dj.jpg,https://www.dloc.com/AA00030702/00001/images,image,dLOC,,
cmckay,Claude McKay,Harlem shadows,,,1922,,https://ufdcimages.uflib.ufl.edu/AA/00/01/20/99/00001/harlemshadowspoe00mckauoft_0001.jpg,https://www.dloc.com/AA00012099/00001/images,image,dLOC,,
cmckay,Claude McKay,Songs of Jamaica,,,1912,,https://ufdcimages.uflib.ufl.edu/AA/00/01/19/09/00001/00001.jpg,https://www.dloc.com/AA00011909/00001/images,image,dLOC,,
cmckay,Claude McKay,Claude McKay's early poetry (1911-1922),,,1911,,https://scalar.lehigh.edu/mckay/index,https://www.dloc.com/AA00062236/00001/downloads,website,dLOC,,There are no files available for download
cmckay,Claude McKay,"Teaching Guide: Reading Migration, Sexuality, and the Urban Folk: Discussion Questions for Claude McKay’s Home to Harlem",,,2007,,https://ufdcimages.uflib.ufl.edu/UF/00/07/67/17/00001/McKay_Page_01.jpg,https://www.dloc.com/UF00076717/00001/images,image,dLOC,,
cmckay,Claude McKay,Gendering America: Caribbean Writers and the American Dream,,,2007,,https://www.dloc.com/UFE0021235/00001/pdf,https://www.dloc.com/UFE0021235/00001/pdf,pdf,dLOC,,
cmckay,Claude McKay,Anti-Assimilationist Politics in Nella Larsen's Quicksand and Claude McKay's Home to Harlem and Banjo,,,2008,,https://ufdcimages.uflib.ufl.edu/UF/E0/02/21/70/00001/manolova_v_Page_04.jpg,https://www.dloc.com/UFE0022170/00001/images,image,dLOC,,
cmckay,Claude McKay,Alternative Sexualities and Resistance Narratives in the Novels of Claude McKay,,,2008,,https://ufdcimages.uflib.ufl.edu/UF/E0/02/22/30/00001/bohannon_e_Page_17.jpg,https://www.dloc.com/UFE0022230/00001/images,image,dLOC,,
cmckay,Claude McKay,Harlem Shadow: An Electronic Edition,,,1922,,https://harlemshadows.org/,https://www.dloc.com/AA00037835/00001/downloads,website,dLOC,,There are no files available for download
cmckay,Claude McKay,Caribbean Quarterly,March,,1992,,https://www.dloc.com/UF00099208/00045/images,https://www.dloc.com/UF00099208/00045/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
cmckay,Claude McKay,The Creative Writer and West Indian society,,,1981,,https://www.dloc.com/AA00035010/00001/pdf,https://www.dloc.com/AA00035010/00001/pdf,pdf,dLOC,,
cmckay,Claude McKay,Caribbean Quarterly,March,,1988,,https://www.dloc.com/UF00099208/00035/images,https://www.dloc.com/UF00099208/00035/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
cmckay,Claude McKay,"The Digital Library of the Caribbean and Digital Humanities: Opportunities and Resources for Research, Teaching, and Collaboration",March,,2018,,https://www.dloc.com/AA00062358/00001/pdf,https://www.dloc.com/AA00062358/00001/pdf,pdf,dLOC,,
cmckay,Claude McKay,Caribbean beat,November,,2022,,https://www.dloc.com/AA00090268/00067/pdf,https://www.dloc.com/AA00090268/00067/pdf,pdf,dLOC,,
cmckay,Claude McKay,Nieuwe West-Indische gids,,,1960,,https://www.dloc.com/UF00099461/00120/pdf,https://www.dloc.com/UF00099461/00120/pdf,pdf,dLOC,,
cmckay,Claude McKay,Anthology of the poetry of the West Indies,,,1950,,https://ufdcimages.uflib.ufl.edu/CA/01/30/00/05/00001/00001.jpg,https://www.dloc.com/CA01300005/00001/images,image,dLOC,,
cmckay,Claude McKay,The Independence anthology of Jamaican literature,,,1962,,https://ufdcimages.uflib.ufl.edu/AA/00/00/45/72/00001/00001.jpg,https://www.dloc.com/AA00004572/00001/images,image,dLOC,,
cmckay,Claude McKay,Caribbean review of books,August,,1992,,https://ufdcimages.uflib.ufl.edu/UF/00/09/40/97/00005/00001.jpg,https://www.dloc.com/UF00094097/00005/images,image,dLOC,,
cmckay,Claude McKay,Caribbean Quarterly,,,1957,,https://www.dloc.com/UF00099208/00115/images,https://www.dloc.com/UF00099208/00115/images,image,dLOC,,
cthompson,Claude Thompson,These my people,,,1943,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/92/00001/PR9265-9-T55T451943_dj.jpg,https://www.dloc.com/AA00030592/00001/images,image,dLOC,,
cdebrot,Cola Debrot,Observador,September,12,1962,,https://ufdcimages.uflib.ufl.edu/AA/00/01/14/35/00032/00001.jpg,https://www.dloc.com/AA00011435/00032/images,image,dLOC,,
cdebrot,Cola Debrot,Observador,January,9,1963,,https://ufdcimages.uflib.ufl.edu/AA/00/01/14/35/00048/00001.jpg,https://www.dloc.com/AA00011435/00048/images,image,dLOC,,
cdebrot,Cola Debrot,Observador,September,19,1962,,https://ufdcimages.uflib.ufl.edu/AA/00/01/14/35/00033/00001.jpg,https://www.dloc.com/AA00011435/00033/images,image,dLOC,,
cnyoung,Colville N Young,Capital Culture presents,September,15,,,https://ufdcimages.uflib.ufl.edu/AA/00/06/44/42/00001/Capital%20Culture024.jpg,https://www.dloc.com/AA00064442/00001/images,image,dLOC,,
cnyoung,Colville N Young,Capital Culture presents,Decemeber,11,2010,,https://ufdcimages.uflib.ufl.edu/AA/00/06/44/42/00002/Capital%20Culture001.jpg,https://www.dloc.com/AA00064442/00002/images,image,dLOC,,
cforbes,Curdella Forbes,Caribbean Quarterly,March,,2000,,https://www.dloc.com/UF00099208/00067/images,https://www.dloc.com/UF00099208/00067/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
cforbes,Curdella Forbes,Listing of Caribbean Titles 2005,,,2011,,https://www.dloc.com/AA00013261/00001/pdf,https://www.dloc.com/AA00013261/00001/pdf,pdf,dLOC,,
cforbes,Curdella Forbes,Caribbean Quarterly,March,,2006,,https://www.dloc.com/UF00099208/00084/images,https://www.dloc.com/UF00099208/00084/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
cforbes,Curdella Forbes,Caribbean Quarterly,June,,2004,,https://www.dloc.com/UF00099208/00084/images,https://www.dloc.com/UF00099208/00084/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
cforbes,Curdella Forbes,Caribbean Quarterly,March,,2004,,https://www.dloc.com/UF00099208/00077/images,https://www.dloc.com/UF00099208/00077/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
crwilliams,Cynric R. Williams,"A tour through the island of Jamaica
from the Western to the eastern end in the year 1823",,,1826,,blob:https://babel.hathitrust.org/fe625e1a-0abf-47ef-8ed8-76c2a9746ae9,https://www.dloc.com/AA00063317/00001/downloads,image,dLOC,,There are no files available for download
crwilliams,Cynric R. Williams,"Hamel, the Obeah man",,,1827,,https://www.dloc.com/AA00012104/00001/pdf,https://www.dloc.com/AA00012104/00001/pdf,pdf,dLOC,,
crwilliams,Cynric R. Williams,From Slave Ship to Citizenship,,,2013,,https://www.dloc.com/UFE0045839/00001/pdf,https://www.dloc.com/UFE0045839/00001/pdf,pdf,dLOC,,
cdabydeen,Cyril Dabydeen,The Caribbean writer,,,2001,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00015/AA00032523_00015_00001.jpg,https://www.dloc.com/AA00032523/00015/images,image,dLOC,,
cdabydeen,Cyril Dabydeen,Kyk-over-Al,December,,1988,,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00027/00001.jpg,https://www.dloc.com/UF00080046/00027/images,image,dLOC,,
cdabydeen,Cyril Dabydeen,Guyana chronicle,June,25,2006,,https://ufdcimages.uflib.ufl.edu/UF/00/08/89/15/00203/UF00088915_VID00203_00001.jpg,https://www.dloc.com/UF00088915/00203/images,image,dLOC,,
cdabydeen,Cyril Dabydeen,Caribbean Quarterly,December,,1991,,https://www.dloc.com/UF00099208/00044/images,https://www.dloc.com/UF00099208/00044/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
cdabydeen,Cyril Dabydeen,Kyk-over-Al,December,,1995,,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00033/00001.jpg,https://www.dloc.com/UF00080046/00033/images,image,dLOC,,
cdabydeen,Cyril Dabydeen,Caribbean today,October,,2008,,https://ufdcimages.uflib.ufl.edu/UF/00/09/92/85/00031/00010-2008_Page_01.jpg,https://www.dloc.com/UF00099285/00031/images,image,dLOC,,
cepalmer,Cyril Everard Palmer,The cloud with the silver lining,,,1966,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/61/00001/PR9265-9-P3C561966_dj.jpg,https://www.dloc.com/AA00030561/00001/images,image,dLOC,,
cepalmer,Cyril Everard Palmer,The sun salutes you,,,1970,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/63/00001/PR9265-9-P3S861970_dj.jpg,https://www.dloc.com/AA00030563/00001/images,image,dLOC,,
cepalmer,Cyril Everard Palmer,The wooing of Beppo Tate,,,1972,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/64/00001/PR9265-9-P3W661972_dj.jpg,https://www.dloc.com/AA00030564/00001/images,image,dLOC,,
cepalmer,Cyril Everard Palmer,Big Doc Bitteroot,,,1968,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/60/00001/PR9265-9-P3B541968_dj.jpg,https://www.dloc.com/AA00030560/00001/images,image,dLOC,,
cepalmer,Cyril Everard Palmer,The hummingbird people,,,1971,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/62/00001/PR9265-9-P3H861971_dj.jpg,https://www.dloc.com/AA00030562/00001/images,image,dLOC,,
cepalmer,Cyril Everard Palmer,Baba and Mr. Big,,,1972,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/59/00001/PR9265-9-P3B331972_dj.jpg,https://www.dloc.com/AA00030559/00001/images,image,dLOC,,
dmackinnen,Daniel MacKinnen,Bibliography of the Natural History of The Bahama Islands,,,1975,English,https://www.dloc.com/AA00005050/00001/pdf,https://www.dloc.com/AA00005050/00001/pdf,pdf,dLOC,,
dpicouly,Daniel Picouly,Caribbean Quarterly,March,,2009,,https://www.dloc.com/UF00099208/00093/images,https://www.dloc.com/UF00099208/00093/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
dpicouly,Daniel Picouly,Journal de Saint-Barth,September,27,2018,,https://www.dloc.com/UF00095774/00615/pdf,https://www.dloc.com/UF00095774/00615/pdf,pdf,dLOC,,
dlgeorges,Danielle Legros Georges,MaComère,,,1998,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00002/00000.jpg,https://www.dloc.com/AA00000079/00002/images,image,dLOC,,
dlaferrière,Dany Laferrière,"Face a l'Opinion: Dany Laferriere, Litterature (2)",October,25,1999,,https://repository.duke.edu/dc/radiohaiti/RL10059-CS-0752_02,https://www.dloc.com/AA00072491/00001/downloads,audio,dLOC,,
dlaferrière,Dany Laferrière,"Entre Nous : Dany Laferriere, romancier, sur le marche litteraire a l'etranger",August,2,1995,,https://repository.duke.edu/dc/radiohaiti/RL10059-CS-1269_02,https://www.dloc.com/AA00073422/00001/downloads,audio,dLOC,,
dlaferrière,Dany Laferrière,Entre Nous : Gary Victor sur « Albert Buron » et Dany Laferriere sur « Eroshima » (2),April,24,1988,,https://repository.duke.edu/dc/radiohaiti/RL10059-CS-1214_02,https://www.dloc.com/AA00073313/00001/downloads,audio,dLOC,,
dlaferrière,Dany Laferrière,"Entre Nous : Dany Laferrière, interview et compte rendu (2)",December,19,1999,,https://repository.duke.edu/dc/radiohaiti/RL10059-CS-1351_02,https://www.dloc.com/AA00073584/00001/downloads,audio,dLOC,,
dlaferrière,Dany Laferrière,Haïti en marche,November,16,2005,,https://ufdcimages.uflib.ufl.edu/UF/00/09/88/09/00285/00011-16-2005_Page_01.jpg,https://www.dloc.com/UF00098809/00285/images,image,dLOC,,
dastraker,David Augustus Straker,The Barbados advocate,March,4,2018,English,https://www.dloc.com/UF00098964/04681/pdf,https://www.dloc.com/UF00098964/04681/pdf,pdf,dLOC,,
ddabydeen,David Dabydeen,A reader's guide to West Indian and Black British literature,,,1988,,https://ufdcimages.uflib.ufl.edu/AA/00/03/04/66/00001/PR9210-D341988_dj.jpg,https://www.dloc.com/AA00030466/00001/images,image,dLOC,,
ddabydeen,David Dabydeen,Caribbean publishing house long overdue - Dabydeen,,,2008,,https://ufdcimages.uflib.ufl.edu/CA/00/10/06/01/00001/0001.jpg,https://www.dloc.com/CA00100601/00001/images,image,dLOC,,
ddabydeen,David Dabydeen,CARIFESTA and culture,,,2008,,https://ufdcimages.uflib.ufl.edu/CA/00/10/06/06/00001/0001.jpg,https://www.dloc.com/CA00100606/00001/images,image,dLOC,,
ddabydeen,David Dabydeen,Caribbean Quarterly,Decemeber,,1997,,https://www.dloc.com/UF00099208/00061/images,https://www.dloc.com/UF00099208/00061/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
ddabydeen,David Dabydeen,"Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,1984,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00031/00001.jpg,https://www.dloc.com/UF00096005/00031/images,image,dLOC,,
dscott,Dennis Scott,J'cans bring a 'Dog',,,1981,,https://ufdcimages.uflib.ufl.edu/CA/00/10/00/42/00001/00001.jpg,https://www.dloc.com/CA00100042/00001/images,image,dLOC,,
dscott,Dennis Scott,Seven Jamaican poets : an anthology of recent poetry,,,1971,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/29/00001/PR9265-6-S4_dj.jpg,https://www.dloc.com/AA00030529/00001/images,image,dLOC,,
dwalcott,Derek Walcott,Derek Walcott coming for CARIFESTA,,,2008,,https://ufdcimages.uflib.ufl.edu/CA/00/10/07/09/00001/00001.jpg,https://www.dloc.com/CA00100709/00001/images,image,dLOC,,
dwalcott,Derek Walcott,Derek Walcott also coming for CARIFESTA X - galaxy of stars expected here includes an actress from the television series 'Young and the Restless',,,2008,,https://ufdcimages.uflib.ufl.edu/CA/00/10/07/10/00001/00001.jpg,https://www.dloc.com/CA00100710/00001/images,image,dLOC,,
dwalcott,Derek Walcott,"Teaching Guide: Teaching Derek Walcott's ""The Spoiler's Return""",,,2009,,https://ufdcimages.uflib.ufl.edu/UF/00/09/02/31/00001/James_Page_1.jpg,https://www.dloc.com/UF00090231/00001/images,image,dLOC,,
